% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.544	1	6	55	5	4	0	81	0	0	0
0.545	1	6	55	6	4	0	81	0	0	0
0.546	1	6	55	7	4	0	81	0	0	0
0.547	1	6	55	8	4	0	81	0	0	0
0.548	1	6	55	9	4	0	81	0	0	0
0.549	1	6	55	10	4	0	81	0	0	0
0.55	1	6	56	1	4	0	81	0	0	0
0.551	1	6	56	2	4	18	79	0	0	0
0.551	1	4	56	2	8	18	903	0	0	0
0.552	1	6	56	3	4	18	79	0	0	0
0.552	1	4	56	3	8	18	903	0	0	0
0.553	1	6	56	4	4	18	79	0	0	0
0.553	1	4	56	4	8	18	903	0	0	0
0.554	1	6	56	5	4	18	79	0	0	0
0.554	1	4	56	5	8	18	903	0	0	0
0.555	1	3	56	6	3	6	49	0	0	0
0.555	1	6	56	6	4	6	261	0	0	0
0.556	1	3	56	7	3	8	67	0	0	0
0.556	1	6	56	7	4	8	349	0	0	0
0.557	1	3	56	8	3	8	67	0	0	0
0.557	1	6	56	8	4	8	349	0	0	0
0.558	1	1	56	9	2	8	67	0	0	0
0.558	1	3	56	9	3	10	37	0	0	0
0.558	1	6	56	9	4	10	357	0	0	0
0.559	1	1	56	10	2	8	67	0	0	0
0.559	1	3	56	10	3	10	37	0	0	0
0.559	1	6	56	10	4	10	357	0	0	0
0.56	1	1	57	1	2	8	421	0	0	0
0.561	1	1	57	2	2	8	421	0	0	0
0.562	1	1	57	3	2	10	437	0	0	0
0.562	1	3	57	3	3	10	37	0	0	0
0.563	1	1	57	4	2	10	437	0	0	0
0.563	1	3	57	4	3	10	37	0	0	0
0.564	1	1	57	5	2	10	469	0	0	0
0.565	1	1	57	6	2	10	469	0	0	0
0.566	1	1	57	7	2	12	597	0	0	0
0.567	1	3	57	8	3	6	309	0	0	0
0.568	1	3	57	9	3	6	309	0	0	0
0.569	1	3	57	10	3	6	309	0	0	0
0.57	1	3	58	1	3	6	309	0	0	0
0.571	1	5	58	2	1	28	2196	0	0	0
0.572	1	2	58	3	7	28	2196	0	0	0
0.573	1	5	58	4	1	28	2196	0	0	0
0.574	1	2	58	5	7	28	2196	0	0	0
0.575	1	3	58	6	3	8	421	0	0	0
0.576	1	3	58	7	3	8	421	0	0	0
0.577	1	3	58	8	3	8	421	0	0	0
0.578	1	3	58	9	3	8	421	0	0	0
0.579	1	3	58	10	3	8	421	0	0	0
0.58	1	3	59	1	3	8	421	0	0	0
0.581	1	3	59	2	3	8	421	0	0	0
0.582	1	3	59	3	3	8	421	0	0	0
0.583	1	1	59	4	2	16	225	0	0	0
0.583	1	6	59	4	4	16	533	0	0	0
0.583	1	4	59	4	8	22	233	0	0	0
0.584	1	1	59	5	2	16	309	0	0	0
0.584	1	6	59	5	4	20	693	0	0	0
0.584	1	4	59	5	8	22	113	0	0	0
0.585	1	1	59	6	2	16	309	0	0	0
0.585	1	6	59	6	4	20	693	0	0	0
0.585	1	4	59	6	8	22	113	0	0	0
0.586	1	1	59	7	2	14	645	0	0	0
0.586	1	4	59	7	8	18	161	0	0	0
0.587	1	1	59	8	2	16	389	0	0	0
0.587	1	4	59	8	8	18	573	0	0	0
0.588	1	4	59	9	8	18	967	0	0	0
0.591	1	5	60	2	1	28	935	0	0	0
0.591	1	6	60	2	4	20	693	0	0	0
0.592	1	6	60	3	4	20	693	0	0	0
0.592	1	2	60	3	7	28	935	0	0	0
0.593	1	5	60	4	1	28	935	0	0	0
0.593	1	6	60	4	4	20	693	0	0	0
0.594	1	2	60	5	7	28	2196	0	0	0
0.595	1	1	60	6	2	14	645	0	0	0
0.595	1	4	60	6	8	16	153	0	0	0
0.596	1	1	60	7	2	14	573	0	0	0
0.596	1	4	60	7	8	16	225	0	0	0
0.597	1	1	60	8	2	14	573	0	0	0
0.597	1	4	60	8	8	16	225	0	0	0
0.598	1	4	60	9	8	16	903	0	0	0
0.599	1	3	60	10	3	10	317	0	0	0
0.599	1	4	60	10	8	14	253	0	0	0
0.6	1	3	61	1	3	10	469	0	0	0
0.601	1	3	61	2	3	10	469	0	0	0
0.602	1	3	61	3	3	10	469	0	0	0
0.611	1	5	62	2	1	28	935	0	0	0
0.611	1	1	62	2	2	20	193	0	0	0
0.611	1	6	62	2	4	20	501	0	0	0
0.612	1	5	62	3	1	28	935	0	0	0
0.612	1	1	62	3	2	20	193	0	0	0
0.612	1	6	62	3	4	20	501	0	0	0
0.613	1	1	62	4	2	20	193	0	0	0
0.613	1	6	62	4	4	20	501	0	0	0
0.613	1	2	62	4	7	28	935	0	0	0
0.614	1	1	62	5	2	20	193	0	0	0
0.614	1	6	62	5	4	20	293	0	0	0
0.614	1	2	62	5	7	28	1287	0	0	0
0.615	1	1	62	6	2	14	517	0	0	0
0.615	1	3	62	6	3	12	149	0	0	0
0.615	1	4	62	6	8	14	61	0	0	0
0.616	1	1	62	7	2	14	517	0	0	0
0.616	1	3	62	7	3	12	149	0	0	0
0.616	1	4	62	7	8	14	61	0	0	0
0.617	1	3	62	8	3	12	149	0	0	0
0.617	1	4	62	8	8	12	453	0	0	0
0.618	1	3	62	9	3	12	149	0	0	0
0.618	1	4	62	9	8	12	453	0	0	0
0.619	1	3	62	10	3	12	149	0	0	0
0.619	1	4	62	10	8	12	453	0	0	0
0.62	1	3	63	1	3	12	149	0	0	0
0.62	1	4	63	1	8	12	453	0	0	0
0.621	1	3	63	2	3	8	421	0	0	0
0.622	1	3	63	3	3	8	421	0	0	0
0.631	1	5	64	2	1	28	1836	0	0	0
0.631	1	1	64	2	2	20	97	0	0	0
0.631	1	6	64	2	4	20	97	0	0	0
0.632	1	1	64	3	2	20	97	0	0	0
0.632	1	2	64	3	7	28	2052	0	0	0
0.633	1	1	64	4	2	14	453	0	0	0
0.633	1	6	64	4	4	14	317	0	0	0
0.634	1	1	64	5	2	14	389	0	0	0
0.634	1	6	64	5	4	14	389	0	0	0
0.635	1	1	64	6	2	14	389	0	0	0
0.635	1	3	64	6	3	14	61	0	0	0
0.635	1	6	64	6	4	14	317	0	0	0
0.636	1	1	64	7	2	14	389	0	0	0
0.636	1	3	64	7	3	14	61	0	0	0
0.636	1	6	64	7	4	14	317	0	0	0
0.637	1	3	64	8	3	14	61	0	0	0
0.637	1	6	64	8	4	14	717	0	0	0
0.638	1	3	64	9	3	8	209	0	0	0
0.638	1	4	64	9	8	12	301	0	0	0
0.639	1	3	64	10	3	8	173	0	0	0
0.639	1	4	64	10	8	12	349	0	0	0
0.64	1	3	65	1	3	8	173	0	0	0
0.64	1	4	65	1	8	12	349	0	0	0
0.641	1	3	65	2	3	8	209	0	0	0
0.641	1	4	65	2	8	12	301	0	0	0
0.642	1	3	65	3	3	8	209	0	0	0
0.642	1	4	65	3	8	12	301	0	0	0
0.643	1	3	65	4	3	6	309	0	0	0
0.644	1	3	65	5	3	6	309	0	0	0
0.651	1	5	66	2	1	28	2196	0	0	0
0.652	1	1	66	3	2	14	61	0	0	0
0.652	1	6	66	3	4	14	193	0	0	0
0.652	1	2	66	3	7	26	1239	0	0	0
0.653	1	1	66	4	2	14	61	0	0	0
0.653	1	6	66	4	4	14	193	0	0	0
0.653	1	2	66	4	7	24	1063	0	0	0
0.654	1	1	66	5	2	14	253	0	0	0
0.654	1	6	66	5	4	14	317	0	0	0
0.654	1	4	66	5	8	16	225	0	0	0
0.655	1	1	66	6	2	14	253	0	0	0
0.655	1	6	66	6	4	14	317	0	0	0
0.655	1	4	66	6	8	16	225	0	0	0
0.656	1	1	66	7	2	14	253	0	0	0
0.656	1	6	66	7	4	14	317	0	0	0
0.656	1	4	66	7	8	16	225	0	0	0
0.657	1	1	66	8	2	14	253	0	0	0
0.657	1	6	66	8	4	14	253	0	0	0
0.657	1	4	66	8	8	16	309	0	0	0
0.658	1	1	66	9	2	12	253	0	0	0
0.658	1	4	66	9	8	12	349	0	0	0
0.659	1	1	66	10	2	12	253	0	0	0
0.659	1	4	66	10	8	14	453	0	0	0
0.66	1	3	67	1	3	2	133	0	0	0
0.661	1	3	67	2	3	2	133	0	0	0
0.662	1	3	67	3	3	0	81	0	0	0
0.663	1	3	67	4	3	0	81	0	0	0
0.664	1	3	67	5	3	0	81	0	0	0
0.665	1	3	67	6	3	0	81	0	0	0
0.666	1	3	67	7	3	0	81	0	0	0
0.667	1	3	67	8	3	0	81	0	0	0
0.668	1	3	67	9	3	0	81	0	0	0
0.669	1	3	67	10	3	0	81	0	0	0
0.67	1	3	68	1	3	0	81	0	0	0
0.671	1	5	68	2	1	28	185	0	0	0
0.671	1	3	68	2	3	2	121	0	0	0
0.672	1	5	68	3	1	28	185	0	0	0
0.672	1	3	68	3	3	2	121	0	0	0
0.673	1	5	68	4	1	28	185	0	0	0
0.673	1	3	68	4	3	2	121	0	0	0
0.674	1	5	68	5	1	28	185	0	0	0
0.674	1	3	68	5	3	2	121	0	0	0
0.675	1	5	68	6	1	28	185	0	0	0
0.675	1	3	68	6	3	2	121	0	0	0
0.676	1	5	68	7	1	28	185	0	0	0
0.676	1	3	68	7	3	2	121	0	0	0
0.677	1	5	68	8	1	28	185	0	0	0
0.677	1	3	68	8	3	2	121	0	0	0
0.678	1	5	68	9	1	28	185	0	0	0
0.678	1	3	68	9	3	2	121	0	0	0
0.679	1	5	68	10	1	28	185	0	0	0
0.679	1	3	68	10	3	2	121	0	0	0
0.68	1	3	69	1	3	0	81	0	0	0
0.681	1	3	69	2	3	0	81	0	0	0
0.682	1	3	69	3	3	0	81	0	0	0
0.683	1	3	69	4	3	0	81	0	0	0
0.684	1	3	69	5	3	0	81	0	0	0
0.685	1	3	69	6	3	0	81	0	0	0
0.686	1	3	69	7	3	0	81	0	0	0
0.687	1	3	69	8	3	0	81	0	0	0
0.688	1	3	69	9	3	0	81	0	0	0
0.689	1	3	69	10	3	0	81	0	0	0
0.69	1	3	70	1	3	0	81	0	0	0
0.691	1	2	70	2	7	28	2196	0	0	0
0.692	1	2	70	3	7	28	2196	0	0	0
0.693	1	1	70	4	2	14	193	0	0	0
0.693	1	6	70	4	4	14	517	0	0	0
0.693	1	4	70	4	8	16	75	0	0	0
0.694	1	6	70	5	4	14	573	0	0	0
0.694	1	4	70	5	8	16	225	0	0	0
0.695	1	6	70	6	4	14	645	0	0	0
0.695	1	4	70	6	8	16	153	0	0	0
0.696	1	6	70	7	4	14	645	0	0	0
0.696	1	4	70	7	8	16	153	0	0	0
0.697	1	6	70	8	4	14	645	0	0	0
0.697	1	4	70	8	8	16	153	0	0	0
0.698	1	6	70	9	4	14	389	0	0	0
0.698	1	4	70	9	8	14	389	0	0	0
0.699	1	1	70	10	2	14	61	0	0	0
0.699	1	4	70	10	8	14	717	0	0	0
0.7	1	1	71	1	2	14	193	0	0	0
0.7	1	4	71	1	8	14	573	0	0	0
0.701	1	1	71	2	2	14	193	0	0	0
0.701	1	4	71	2	8	14	573	0	0	0
0.702	1	1	71	3	2	8	137	0	0	0
0.702	1	4	71	3	8	14	517	0	0	0
0.703	1	1	71	4	2	8	421	0	0	0
0.704	1	1	71	5	2	8	421	0	0	0
0.705	1	1	71	6	2	8	421	0	0	0
0.706	1	1	71	7	2	8	421	0	0	0
0.707	1	1	71	8	2	8	421	0	0	0
0.708	1	1	71	9	2	8	421	0	0	0
0.709	1	3	71	10	3	0	81	0	0	0
0.71	1	3	72	1	3	0	81	0	0	0
0.711	1	5	72	2	1	28	2196	0	0	0
0.712	1	5	72	3	1	28	2196	0	0	0
0.713	1	3	72	4	3	0	81	0	0	0
0.714	1	3	72	5	3	0	81	0	0	0
0.715	1	3	72	6	3	0	81	0	0	0
0.716	1	3	72	7	3	0	81	0	0	0
0.717	1	3	72	8	3	0	81	0	0	0
0.718	1	3	72	9	3	0	81	0	0	0
0.719	1	3	72	10	3	0	81	0	0	0
0.72	1	3	73	1	3	0	81	0	0	0
0.721	1	3	73	2	3	0	81	0	0	0
0.722	1	3	73	3	3	0	81	0	0	0
0.723	1	3	73	4	3	0	81	0	0	0
0.724	1	3	73	5	3	0	81	0	0	0
0.725	1	3	73	6	3	0	81	0	0	0
0.726	1	3	73	7	3	0	81	0	0	0
0.727	1	3	73	8	3	0	81	0	0	0
0.728	1	3	73	9	3	0	81	0	0	0
0.729	1	3	73	10	3	0	81	0	0	0
0.73	1	3	74	1	3	0	81	0	0	0
0.731	1	3	74	2	3	8	32	0	0	0
0.731	1	6	74	2	4	18	161	0	0	0
0.731	1	2	74	2	7	28	1692	0	0	0
0.732	1	3	74	3	3	8	101	0	0	0
0.732	1	6	74	3	4	18	161	0	0	0
0.732	1	2	74	3	7	28	1287	0	0	0
0.733	1	3	74	4	3	8	101	0	0	0
0.733	1	6	74	4	4	18	405	0	0	0
0.733	1	2	74	4	7	28	749	0	0	0
0.734	1	3	74	5	3	8	137	0	0	0
0.734	1	6	74	5	4	16	621	0	0	0
0.735	1	3	74	6	3	8	137	0	0	0
0.735	1	6	74	6	4	16	621	0	0	0
0.736	1	3	74	7	3	8	137	0	0	0
0.736	1	6	74	7	4	16	621	0	0	0
0.737	1	3	74	8	3	8	137	0	0	0
0.737	1	6	74	8	4	16	621	0	0	0
0.738	1	1	74	9	2	8	173	0	0	0
0.738	1	3	74	9	3	4	125	0	0	0
0.739	1	1	74	10	2	8	173	0	0	0
0.739	1	3	74	10	3	4	125	0	0	0
0.74	1	1	75	1	2	8	173	0	0	0
0.74	1	3	75	1	3	4	125	0	0	0
0.741	1	1	75	2	2	8	173	0	0	0
0.741	1	3	75	2	3	4	125	0	0	0
0.742	1	1	75	3	2	8	32	0	0	0
0.742	1	3	75	3	3	4	141	0	0	0
0.742	1	4	75	3	8	8	101	0	0	0
0.743	1	1	75	4	2	8	32	0	0	0
0.743	1	3	75	4	3	4	141	0	0	0
0.743	1	4	75	4	8	8	101	0	0	0
0.744	1	3	75	5	3	4	161	0	0	0
0.744	1	4	75	5	8	8	101	0	0	0
0.745	1	3	75	6	3	4	161	0	0	0
0.745	1	4	75	6	8	10	117	0	0	0
0.746	1	3	75	7	3	4	161	0	0	0
0.746	1	4	75	7	8	10	117	0	0	0
0.747	1	3	75	8	3	4	161	0	0	0
0.747	1	4	75	8	8	12	149	0	0	0
0.748	1	3	75	9	3	4	177	0	0	0
0.748	1	4	75	9	8	12	97	0	0	0
0.749	1	3	75	10	3	4	161	0	0	0
0.749	1	4	75	10	8	12	149	0	0	0
0.75	1	3	76	1	3	4	177	0	0	0
0.75	1	4	76	1	8	14	125	0	0	0
0.751	1	5	76	2	1	28	1095	0	0	0
0.751	1	4	76	2	8	14	389	0	0	0
0.752	1	5	76	3	1	28	1095	0	0	0
0.752	1	4	76	3	8	14	389	0	0	0
0.753	1	5	76	4	1	28	935	0	0	0
0.753	1	4	76	4	8	14	453	0	0	0
0.754	1	4	76	5	8	8	421	0	0	0
0.755	1	4	76	6	8	8	421	0	0	0
0.756	1	4	76	7	8	8	421	0	0	0
0.757	1	4	76	8	8	8	421	0	0	0
0.758	1	3	76	9	3	12	47	0	0	0
0.758	1	4	76	9	8	10	437	0	0	0
0.759	1	3	76	10	3	12	47	0	0	0
0.759	1	4	76	10	8	10	437	0	0	0
0.76	1	3	77	1	3	6	309	0	0	0
0.761	1	3	77	2	3	6	309	0	0	0
0.762	1	1	77	3	2	4	32	0	0	0
0.762	1	3	77	3	3	6	261	0	0	0
0.763	1	1	77	4	2	4	32	0	0	0
0.763	1	3	77	4	3	6	261	0	0	0
0.764	1	3	77	5	3	8	421	0	0	0
0.765	1	3	77	6	3	8	421	0	0	0
0.766	1	1	77	7	2	0	81	0	0	0
0.767	1	1	77	8	2	0	81	0	0	0
0.768	1	1	77	9	2	0	81	0	0	0
0.769	1	1	77	10	2	0	81	0	0	0
0.77	1	1	78	1	2	0	81	0	0	0
0.771	1	1	78	2	2	8	67	0	0	0
0.771	1	2	78	2	7	28	1836	0	0	0
0.772	1	1	78	3	2	8	101	0	0	0
0.772	1	2	78	3	7	28	1692	0	0	0
0.773	1	1	78	4	2	6	101	0	0	0
0.773	1	6	78	4	4	14	517	0	0	0
0.774	1	1	78	5	2	6	101	0	0	0
0.774	1	6	78	5	4	14	517	0	0	0
0.775	1	1	78	6	2	6	101	0	0	0
0.775	1	6	78	6	4	14	517	0	0	0
0.776	1	1	78	7	2	8	137	0	0	0
0.776	1	6	78	7	4	14	517	0	0	0
0.777	1	1	78	8	2	4	87	0	0	0
0.777	1	6	78	8	4	14	453	0	0	0
0.778	1	1	78	9	2	4	87	0	0	0
0.778	1	6	78	9	4	16	533	0	0	0
0.779	1	1	78	10	2	0	67	0	0	0
0.779	1	6	78	10	4	18	161	0	0	0
0.78	1	1	79	1	2	0	81	0	0	0
0.781	1	1	79	2	2	0	81	0	0	0
0.782	1	1	79	3	2	0	81	0	0	0
0.783	1	1	79	4	2	0	81	0	0	0
0.784	1	1	79	5	2	0	81	0	0	0
0.785	1	1	79	6	2	0	81	0	0	0
0.786	1	1	79	7	2	0	81	0	0	0
0.787	1	1	79	8	2	0	81	0	0	0
0.788	1	1	79	9	2	0	81	0	0	0
0.789	1	1	79	10	2	0	81	0	0	0
0.79	1	1	80	1	2	0	81	0	0	0
0.791	1	5	80	2	1	28	749	0	0	0
0.791	1	1	80	2	2	8	241	0	0	0
0.791	1	3	80	2	3	16	75	0	0	0
0.792	1	5	80	3	1	28	549	0	0	0
0.792	1	1	80	3	2	8	277	0	0	0
0.792	1	3	80	3	3	16	75	0	0	0
0.793	1	5	80	4	1	28	549	0	0	0
0.793	1	1	80	4	2	8	277	0	0	0
0.793	1	3	80	4	3	16	75	0	0	0
0.794	1	5	80	5	1	28	549	0	0	0
0.794	1	1	80	5	2	8	277	0	0	0
0.794	1	3	80	5	3	16	75	0	0	0
0.795	1	5	80	6	1	28	549	0	0	0
0.795	1	1	80	6	2	8	277	0	0	0
0.795	1	3	80	6	3	16	75	0	0	0
0.796	1	5	80	7	1	28	373	0	0	0
0.796	1	1	80	7	2	8	317	0	0	0
0.796	1	3	80	7	3	16	75	0	0	0
0.797	1	1	80	8	2	8	317	0	0	0
0.797	1	3	80	8	3	14	193	0	0	0
0.798	1	1	80	9	2	8	317	0	0	0
0.798	1	3	80	9	3	14	193	0	0	0
0.799	1	1	80	10	2	8	317	0	0	0
0.799	1	3	80	10	3	14	193	0	0	0
0.8	1	1	81	1	2	8	317	0	0	0
0.8	1	3	81	1	3	14	193	0	0	0
0.801	1	1	81	2	2	8	317	0	0	0
0.801	1	3	81	2	3	14	193	0	0	0
0.802	1	1	81	3	2	8	349	0	0	0
0.802	1	3	81	3	3	14	125	0	0	0
0.803	1	1	81	4	2	8	349	0	0	0
0.803	1	3	81	4	3	14	125	0	0	0
0.804	1	1	81	5	2	8	349	0	0	0
0.804	1	3	81	5	3	14	125	0	0	0
0.805	1	1	81	6	2	8	349	0	0	0
0.805	1	3	81	6	3	14	125	0	0	0
0.806	1	1	81	7	2	8	349	0	0	0
0.806	1	3	81	7	3	16	153	0	0	0
0.807	1	3	81	8	3	14	453	0	0	0
0.807	1	4	81	8	8	18	405	0	0	0
0.808	1	3	81	9	3	14	453	0	0	0
0.808	1	4	81	9	8	18	405	0	0	0
0.809	1	3	81	10	3	14	453	0	0	0
0.809	1	4	81	10	8	18	405	0	0	0
0.81	1	4	82	1	8	14	775	0	0	0
0.811	1	6	82	2	4	20	693	0	0	0
0.811	1	2	82	2	7	28	935	0	0	0
0.812	1	6	82	3	4	20	693	0	0	0
0.812	1	2	82	3	7	28	935	0	0	0
0.813	1	6	82	4	4	20	693	0	0	0
0.813	1	2	82	4	7	28	935	0	0	0
0.814	1	6	82	5	4	20	775	0	0	0
0.814	1	2	82	5	7	28	749	0	0	0
0.815	1	6	82	6	4	20	775	0	0	0
0.815	1	4	82	6	8	18	325	0	0	0
0.816	1	4	82	7	8	14	775	0	0	0
0.817	1	4	82	8	8	14	775	0	0	0
0.818	1	4	82	9	8	14	775	0	0	0
0.819	1	5	82	10	1	28	1836	0	0	0
0.819	1	3	82	10	3	16	153	0	0	0
0.82	1	1	83	1	2	14	253	0	0	0
0.82	1	3	83	1	3	12	405	0	0	0
0.821	1	1	83	2	2	14	253	0	0	0
0.821	1	3	83	2	3	12	405	0	0	0
0.822	1	1	83	3	2	14	253	0	0	0
0.822	1	3	83	3	3	12	405	0	0	0
0.823	1	1	83	4	2	14	253	0	0	0
0.823	1	3	83	4	3	12	405	0	0	0
0.824	1	1	83	5	2	6	309	0	0	0
0.825	1	1	83	6	2	6	309	0	0	0
0.831	1	5	84	2	1	28	749	0	0	0
0.831	1	3	84	2	3	16	75	0	0	0
0.831	1	6	84	2	4	22	807	0	0	0
0.832	1	5	84	3	1	28	2052	0	0	0
0.832	1	3	84	3	3	16	75	0	0	0
0.833	1	3	84	4	3	16	75	0	0	0
0.833	1	6	84	4	4	22	807	0	0	0
0.833	1	2	84	4	7	28	749	0	0	0
0.834	1	3	84	5	3	14	389	0	0	0
0.834	1	2	84	5	7	28	1095	0	0	0
0.835	1	1	84	6	2	12	201	0	0	0
0.835	1	3	84	6	3	12	405	0	0	0
0.836	1	1	84	7	2	12	201	0	0	0
0.836	1	3	84	7	3	12	405	0	0	0
0.837	1	1	84	8	2	12	201	0	0	0
0.837	1	3	84	8	3	12	405	0	0	0
0.838	1	1	84	9	2	8	173	0	0	0
0.838	1	4	84	9	8	12	349	0	0	0
0.839	1	1	84	10	2	8	173	0	0	0
0.839	1	4	84	10	8	12	349	0	0	0
0.84	1	1	85	1	2	8	173	0	0	0
0.84	1	4	85	1	8	12	349	0	0	0
0.841	1	1	85	2	2	8	209	0	0	0
0.841	1	4	85	2	8	12	301	0	0	0
0.842	1	1	85	3	2	8	209	0	0	0
0.842	1	4	85	3	8	12	301	0	0	0
0.843	1	1	85	4	2	8	67	0	0	0
0.851	1	6	86	2	4	22	1383	0	0	0
0.852	1	5	86	3	1	28	1692	0	0	0
0.852	1	6	86	3	4	24	405	0	0	0
0.853	1	3	86	4	3	14	125	0	0	0
0.853	1	2	86	4	7	28	1836	0	0	0
0.854	1	1	86	5	2	8	67	0	0	0
0.854	1	3	86	5	3	8	349	0	0	0
0.855	1	1	86	6	2	8	67	0	0	0
0.855	1	3	86	6	3	8	349	0	0	0
0.856	1	3	86	7	3	6	309	0	0	0
0.857	1	3	86	8	3	6	309	0	0	0
0.858	1	3	86	9	3	6	309	0	0	0
0.859	1	1	86	10	2	4	193	0	0	0
0.859	1	4	86	10	8	6	22	0	0	0
0.86	1	1	87	1	2	4	141	0	0	0
0.86	1	4	87	1	8	4	69	0	0	0
0.861	1	1	87	2	2	4	141	0	0	0
0.861	1	4	87	2	8	4	69	0	0	0
0.862	1	1	87	3	2	2	77	0	0	0
0.862	1	4	87	3	8	4	87	0	0	0
0.863	1	1	87	4	2	4	105	0	0	0
0.863	1	4	87	4	8	4	105	0	0	0
0.864	1	1	87	5	2	4	69	0	0	0
0.864	1	4	87	5	8	4	141	0	0	0
0.865	1	1	87	6	2	4	69	0	0	0
0.865	1	4	87	6	8	4	141	0	0	0
0.866	1	1	87	7	2	4	69	0	0	0
0.866	1	4	87	7	8	4	141	0	0	0
0.867	1	1	87	8	2	8	101	0	0	0
0.867	1	4	87	8	8	6	233	0	0	0
0.868	1	1	87	9	2	8	101	0	0	0
0.868	1	4	87	9	8	6	233	0	0	0
0.869	1	1	87	10	2	8	101	0	0	0
0.869	1	4	87	10	8	8	317	0	0	0
0.87	1	1	88	1	2	0	81	0	0	0
0.871	1	1	88	2	2	0	81	0	0	0
0.872	1	1	88	3	2	0	81	0	0	0
0.873	1	1	88	4	2	0	81	0	0	0
0.874	1	1	88	5	2	0	81	0	0	0
0.875	1	1	88	6	2	0	81	0	0	0
0.876	1	1	88	7	2	0	81	0	0	0
0.877	1	1	88	8	2	0	81	0	0	0
0.878	1	1	88	9	2	0	81	0	0	0
0.879	1	1	88	10	2	0	81	0	0	0
0.88	1	1	89	1	2	2	133	0	0	0
0.881	1	1	89	2	2	2	133	0	0	0
0.882	1	1	89	3	2	4	217	0	0	0
0.883	1	1	89	4	2	4	217	0	0	0
0.884	1	1	89	5	2	6	309	0	0	0
0.885	1	5	89	6	1	28	2196	0	0	0
0.886	1	6	89	7	4	22	469	0	0	0
0.886	1	2	89	7	7	28	1479	0	0	0
0.887	1	6	89	8	4	20	903	0	0	0
0.887	1	2	89	8	7	28	549	0	0	0
0.888	1	6	89	9	4	18	967	0	0	0
0.889	1	3	89	10	3	10	77	0	0	0
0.889	1	4	89	10	8	14	645	0	0	0
0.89	1	3	90	1	3	8	67	0	0	0
0.89	1	4	90	1	8	14	645	0	0	0
0.891	1	3	90	2	3	8	67	0	0	0
0.891	1	4	90	2	8	14	645	0	0	0
0.892	1	3	90	3	3	8	67	0	0	0
0.892	1	4	90	3	8	14	645	0	0	0
0.893	1	3	90	4	3	8	67	0	0	0
0.893	1	4	90	4	8	14	645	0	0	0
0.894	1	3	90	5	3	0	81	0	0	0
0.895	1	3	90	6	3	0	81	0	0	0
0.896	1	3	90	7	3	0	81	0	0	0
0.897	1	3	90	8	3	0	81	0	0	0
0.898	1	3	90	9	3	0	81	0	0	0
0.899	1	3	90	10	3	0	81	0	0	0
0.9	1	3	91	1	3	0	81	0	0	0
0.901	1	3	91	2	3	0	81	0	0	0
0.902	1	3	91	3	3	0	81	0	0	0
0.903	1	3	91	4	3	0	81	0	0	0
0.904	1	3	91	5	3	0	81	0	0	0
0.905	1	3	91	6	3	0	81	0	0	0
0.906	1	3	91	7	3	0	81	0	0	0
0.907	1	3	91	8	3	0	81	0	0	0
0.908	1	3	91	9	3	0	81	0	0	0
0.909	1	3	91	10	3	0	81	0	0	0
0.91	1	3	92	1	3	0	81	0	0	0
0.911	1	5	92	2	1	28	2196	0	0	0
0.912	1	5	92	3	1	28	2196	0	0	0
0.913	1	1	92	4	2	14	253	0	0	0
0.913	1	2	92	4	7	28	1479	0	0	0
0.914	1	1	92	5	2	14	253	0	0	0
0.914	1	2	92	5	7	28	1479	0	0	0
0.915	1	1	92	6	2	10	77	0	0	0
0.915	1	6	92	6	4	18	405	0	0	0
0.915	1	2	92	6	7	28	935	0	0	0
0.916	1	1	92	7	2	8	241	0	0	0
0.916	1	3	92	7	3	8	137	0	0	0
0.916	1	6	92	7	4	12	47	0	0	0
0.917	1	1	92	8	2	8	241	0	0	0
0.917	1	3	92	8	3	8	137	0	0	0
0.917	1	6	92	8	4	12	47	0	0	0
0.918	1	1	92	9	2	8	317	0	0	0
0.918	1	3	92	9	3	6	49	0	0	0
0.918	1	6	92	9	4	12	47	0	0	0
0.919	1	1	92	10	2	8	317	0	0	0
0.919	1	3	92	10	3	6	49	0	0	0
0.919	1	6	92	10	4	12	47	0	0	0
0.92	1	1	93	1	2	6	49	0	0	0
0.92	1	3	93	1	3	6	75	0	0	0
0.92	1	6	93	1	4	12	349	0	0	0
0.921	1	1	93	2	2	6	49	0	0	0
0.921	1	3	93	2	3	6	75	0	0	0
0.921	1	6	93	2	4	12	349	0	0	0
0.922	1	1	93	3	2	6	49	0	0	0
0.922	1	3	93	3	3	6	75	0	0	0
0.922	1	6	93	3	4	12	349	0	0	0
0.923	1	1	93	4	2	6	49	0	0	0
0.923	1	3	93	4	3	6	75	0	0	0
0.923	1	6	93	4	4	12	349	0	0	0
0.924	1	1	93	5	2	6	49	0	0	0
0.924	1	3	93	5	3	6	75	0	0	0
0.924	1	6	93	5	4	12	349	0	0	0
0.925	1	1	93	6	2	6	49	0	0	0
0.925	1	3	93	6	3	6	75	0	0	0
0.925	1	6	93	6	4	12	349	0	0	0
0.926	1	1	93	7	2	6	49	0	0	0
0.926	1	3	93	7	3	6	75	0	0	0
0.926	1	6	93	7	4	12	349	0	0	0
0.927	1	1	93	8	2	6	49	0	0	0
